DTBASE;COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;SDDEVEDOR;QTDIASATRASO;SDATRASO;VLPROVISAO
31/12/2021;A;257556;365882;304746;Empréstimo;01/06/2020;5.814,00;4.080,00;0;0,00;10,20
31/12/2021;A;257619;381810;554428;Empréstimo;14/05/2021;7.038,00;5.589,60;0;0,00;20,40
31/12/2021;A;257639;566389;285990;Empréstimo;29/04/2020;51,00;51,00;0;0,00;30,60
31/12/2021;A;258050;633475;389979;Empréstimo;20/10/2020;2.805,00;2.437,80;41;2.437,80;40,80
31/12/2021;A;258191;711707;709384;Empréstimo;29/11/2021;469,20;489,60;30;489,60;91,80
31/12/2021;A;258354;553615;211051;Financiamento;20/12/2019;8.527,20;5.875,20;46;5.875,20;102,00
31/12/2021;A;258358;201252;501373;Empréstimo;15/03/2021;2.713,20;2.437,80;0;0,00;1.448,40
31/12/2021;A;258445;578657;249329;Empréstimo;01/04/2020;20,40;30,60;225;30,60;20,40
31/12/2021;A;258585;497582;483910;Empréstimo;22/02/2021;2.121,60;1.887,00;0;0,00;10,20
31/12/2021;A;258825;184890;256754;Empréstimo;06/04/2020;999,60;1.132,20;0;0,00;20,40
31/12/2021;A;259358;447265;400983;Financiamento;17/11/2020;8.486,40;8.394,60;0;0,00;20,40
31/12/2021;A;259630;358925;260666;Empréstimo;07/04/2020;91,80;112,20;0;0,00;10,20
31/12/2021;A;259719;348816;206109;Empréstimo;05/12/2019;3.070,20;2.488,80;;;10,20
31/12/2021;A;259813;535331;311758;Empréstimo;16/06/2020;8.537,40;6.701,40;0;0,00;20,40
31/12/2021;A;259857;146525;570820;Empréstimo;04/06/2021;285,60;275,40;0;0,00;20,40
31/12/2021;A;260533;325977;187594;Financiamento;27/09/2019;8.527,20;4.906,20;0;0,00;10,20
31/12/2021;A;260566;677003;651262;Empréstimo;09/09/2021;520,20;571,20;80;571,20;346,80
31/12/2021;A;261091;151902;295479;Empréstimo;14/05/2020;7.211,40;5.273,40;0;0,00;20,40
31/12/2021;A;261163;594849;569501;Empréstimo;31/05/2021;244,80;255,00;213;255,00;153,00
31/12/2021;A;261551;384025;192584;Empréstimo;15/10/2019;4.406,40;2.478,60;0;0,00;10,20
31/12/2021;A;261651;302316;21402;Empréstimo;17/04/2014;7.129,80;3.294,60;0;0,00;10,20
31/12/2021;A;261809;2134;488435;Empréstimo;16/03/2021;4.375,80;3.835,20;0;0,00;10,20
31/12/2021;A;262110;299728;718403;Empréstimo;08/12/2021;1.866,60;1.836,00;0;0,00;10,20
31/12/2021;A;262264;239854;557885;Empréstimo;17/05/2021;2.203,20;1.927,80;0;0,00;10,20
31/12/2021;A;262359;462862;682051;Empréstimo;20/10/2021;6.456,60;6.630,00;0;0,00;20,40
31/12/2021;A;262439;368649;533772;Empréstimo;19/04/2021;224,40;214,20;112;214,20;40,80
31/12/2021;A;262562;503702;259196;Empréstimo;06/04/2020;91,80;102,00;0;0,00;61,20
31/12/2021;A;262597;349989;277862;Empréstimo;16/04/2020;693,60;785,40;0;0,00;469,20
31/12/2021;A;262603;399349;701118;Empréstimo;16/11/2021;5.385,60;5.385,60;0;0,00;20,40
31/12/2021;A;262674;567461;613339;Financiamento;04/08/2021;8.904,60;8.976,00;0;0,00;163,20
31/12/2021;A;263297;686793;601551;Empréstimo;08/07/2021;703,80;499,80;0;0,00;10,20
31/12/2021;A;263469;377370;675044;Empréstimo;13/10/2021;387,60;408,00;49;408,00;10,20
31/12/2021;A;263630;244028;673493;Empréstimo;09/11/2021;2.223,60;2.244,00;0;0,00;10,20
31/12/2021;A;263734;364265;668954;Empréstimo;29/09/2021;4.457,40;4.406,40;0;0,00;10,20
31/12/2021;A;263897;609492;361491;Empréstimo;08/09/2020;2.988,60;2.142,00;0;0,00;10,20
31/12/2021;A;264105;139415;360731;Empréstimo;08/09/2020;4.447,20;2.417,40;0;0,00;10,20
31/12/2021;A;264197;644449;342565;Empréstimo;06/08/2020;7.752,00;6.099,60;0;0,00;40,80
31/12/2021;A;264736;310911;591426;Empréstimo;30/06/2021;6.589,20;6.028,20;0;0,00;40,80
31/12/2021;A;264833;485944;575575;Empréstimo;07/06/2021;4.406,40;4.171,80;0;0,00;10,20
31/12/2021;A;265193;472566;459498;Empréstimo;25/01/2021;3.080,40;2.366,40;0;0,00;10,20
31/12/2021;A;265230;262597;500368;Empréstimo;16/03/2021;15.371,40;15.432,60;77;15.432,60;4.600,20
31/12/2021;A;265252;573614;617656;Empréstimo;30/07/2021;336,60;357,00;152;357,00;214,20
31/12/2021;A;265304;541480;347126;Empréstimo;13/08/2020;3.559,80;2.723,40;0;0,00;20,40
31/12/2021;A;266147;232112;357143;Empréstimo;31/08/2020;550,80;530,40;0;0,00;30,60
31/12/2021;A;266480;204716;364641;Empréstimo;11/09/2020;7.038,00;5.508,00;0;0,00;20,40
31/12/2021;A;266699;477318;675119;Financiamento;08/10/2021;2.131,80;1.989,00;0;0,00;10,20
31/12/2021;A;266894;230107;469208;Empréstimo;04/02/2021;8.486,40;7.374,60;0;0,00;20,40
31/12/2021;A;267059;339331;693288;Empréstimo;03/11/2021;887,40;887,40;0;0,00;10,20
31/12/2021;A;267214;198953;697707;Empréstimo;25/11/2021;2.764,20;2.845,80;11;2.845,80;20,40
31/12/2021;A;267754;197494;392886;Empréstimo;23/10/2020;7.680,60;5.283,60;0;0,00;20,40
31/12/2021;A;267879;312958;401033;Empréstimo;11/11/2020;20.665,20;20.073,60;83;20.073,60;1.193,40
31/12/2021;A;268299;496048;277019;Empréstimo;15/04/2020;142,80;163,20;46;163,20;102,00
31/12/2021;A;268496;637246;536651;Empréstimo;22/04/2021;4.396,20;4.212,60;87;4.212,60;1.764,60
31/12/2021;A;268719;652849;659874;Empréstimo;20/09/2021;540,60;571,20;101;571,20;336,60
31/12/2021;A;268823;510752;265395;Empréstimo;08/04/2020;112,20;132,60;0;0,00;20,40
31/12/2021;A;269595;389071;497921;Financiamento;11/03/2021;1.275,00;1.101,60;0;0,00;61,20
31/12/2021;A;269755;393322;537284;Empréstimo;23/04/2021;438,60;346,80;158;346,80;142,80
31/12/2021;A;270049;321410;136308;Empréstimo;15/10/2018;6.364,80;1.723,80;0;0,00;10,20
31/12/2021;A;270052;255308;527490;Empréstimo;14/04/2021;1.315,80;948,60;0;0,00;10,20
31/12/2021;A;270212;689989;719039;Financiamento;14/12/2021;8.486,40;8.568,00;0;0,00;30,60
31/12/2021;A;270294;480235;683054;Empréstimo;22/10/2021;19.726,80;19.339,20;0;0,00;61,20
31/12/2021;A;270466;372160;483463;Empréstimo;19/02/2021;11.016,00;11.638,20;196;11.638,20;6.946,20
31/12/2021;A;270850;485793;442816;Empréstimo;05/01/2021;438,60;377,40;59;377,40;71,40
31/12/2021;A;270968;569373;593670;Empréstimo;29/06/2021;907,80;958,80;183;958,80;571,20
31/12/2021;A;271122;223187;492497;Empréstimo;01/03/2021;1.326,00;1.009,80;0;0,00;61,20
31/12/2021;A;271256;471382;285363;Empréstimo;29/04/2020;51,00;61,20;0;0,00;30,60
31/12/2021;A;271273;690394;582091;Empréstimo;14/06/2021;6.171,00;5.844,60;0;0,00;20,40
31/12/2021;A;271683;569871;530042;Empréstimo;13/04/2021;1.764,60;1.489,20;0;0,00;10,20
31/12/2021;A;271855;530410;546646;Empréstimo;11/05/2021;9.934,80;9.567,60;0;0,00;61,20
31/12/2021;A;272112;545154;562861;Financiamento;24/05/2021;8.486,40;8.037,60;0;0,00;20,40
31/12/2021;A;272197;449570;464265;Empréstimo;29/01/2021;510,00;438,60;0;0,00;30,60
31/12/2021;A;272680;275338;678487;Empréstimo;15/10/2021;1.203,60;1.234,20;0;0,00;20,40
31/12/2021;A;273232;497370;297125;Empréstimo;18/05/2020;3.009,00;2.427,60;324;2.427,60;1.448,40
31/12/2021;A;273317;656715;601072;Empréstimo;07/07/2021;5.936,40;5.650,80;0;0,00;30,60
31/12/2021;A;273484;256851;367789;Empréstimo;18/09/2020;1.489,20;1.020,00;0;0,00;10,20
31/12/2021;A;273489;730978;681668;Empréstimo;19/10/2021;4.967,40;4.692,00;0;0,00;30,60
31/12/2021;A;273557;387551;212587;Empréstimo;07/01/2020;1.499,40;652,80;0;0,00;10,20
31/12/2021;A;273627;414183;481011;Empréstimo;18/02/2021;438,60;479,40;264;479,40;285,60
31/12/2021;A;273681;559911;546960;Empréstimo;04/05/2021;132,60;102,00;17;102,00;10,20
31/12/2021;A;273734;156132;608057;Empréstimo;21/07/2021;13.668,00;4.090,20;0;0,00;20,40
31/12/2021;A;273744;676815;653445;Empréstimo;13/09/2021;1.805,40;1.795,20;0;0,00;30,60
31/12/2021;A;273766;639997;478946;Empréstimo;17/02/2021;2.203,20;1.968,60;16;1.968,60;10,20
31/12/2021;A;273825;434214;621901;Empréstimo;17/11/2021;4.457,40;4.447,20;0;0,00;30,60
31/12/2021;A;273845;354819;139021;Empréstimo;24/07/2020;1.407,60;1.132,20;21;1.132,20;673,20
31/12/2021;A;273865;349841;457154;Empréstimo;21/01/2021;479,40;40,80;0;0,00;10,20
31/12/2021;A;273889;631982;644768;Empréstimo;01/09/2021;244,80;244,80;120;244,80;142,80
31/12/2021;A;273993;438009;454946;Empréstimo;25/01/2021;224,40;214,20;204;214,20;132,60
31/12/2021;A;274340;440063;236577;Financiamento;20/05/2020;61.679,40;59.823,00;0;0,00;173,40
31/12/2021;A;274671;412134;332093;Empréstimo;24/07/2020;11.097,60;9.220,80;0;0,00;51,00
31/12/2021;A;274725;140891;508157;Empréstimo;18/03/2021;3.814,80;3.692,40;0;0,00;10,20
31/12/2021;A;274817;259245;479935;Empréstimo;17/02/2021;5.997,60;4.987,80;0;0,00;30,60
31/12/2021;A;275075;387612;498147;Empréstimo;09/03/2021;1.550,40;1.336,20;0;0,00;20,40
31/12/2021;A;275194;262725;407124;Empréstimo;18/11/2020;2.305,20;1.917,60;0;0,00;30,60
31/12/2021;A;275449;452066;404261;Empréstimo;10/11/2020;214,20;214,20;176;214,20;132,60
31/12/2021;A;275612;411377;343288;Empréstimo;06/08/2020;153,00;173,40;0;0,00;51,00
31/12/2021;A;275730;360477;343140;Empréstimo;06/08/2020;6.834,00;5.120,40;0;0,00;10,20
31/12/2021;A;275820;637251;653154;Empréstimo;10/09/2021;224,40;204,00;0;0,00;10,20
31/12/2021;A;276158;269749;336684;Empréstimo;29/07/2020;2.978,40;2.407,20;0;0,00;10,20
31/12/2021;A;276489;154259;254137;Empréstimo;03/04/2020;204,00;234,60;0;0,00;142,80
31/12/2021;A;276538;441485;243607;Empréstimo;24/03/2020;5.936,40;3.243,60;0;0,00;20,40
31/12/2021;A;276668;203747;413537;Empréstimo;04/12/2020;7.752,00;6.609,60;51;6.609,60;122,40
31/12/2021;A;276866;195176;686583;Empréstimo;27/10/2021;2.692,80;2.815,20;0;0,00;10,20
31/12/2021;A;277283;653796;670251;Empréstimo;01/10/2021;3.967,80;4.335,00;51;4.335,00;775,20
31/12/2021;A;277314;428287;181856;Empréstimo;03/09/2019;3.886,20;2.621,40;0;0,00;1.560,60
31/12/2021;A;277335;275508;723744;Empréstimo;15/12/2021;1.407,60;1.417,80;0;0,00;10,20
31/12/2021;A;277349;678608;451327;Financiamento;15/01/2021;11.821,80;10.322,40;0;0,00;30,60
31/12/2021;A;277546;596815;343981;Financiamento;10/08/2020;5.120,40;3.019,20;0;0,00;10,20
31/12/2021;A;277959;258296;370485;Financiamento;21/09/2020;4.263,60;3.386,40;0;0,00;10,20
31/12/2021;A;278045;205327;626760;Empréstimo;10/08/2021;1.530,00;1.611,60;142;1.611,60;958,80
31/12/2021;A;278087;246862;468161;Empréstimo;05/03/2021;1.764,60;1.642,20;21;1.642,20;30,60
31/12/2021;A;278218;346940;265691;Empréstimo;23/11/2020;163,20;142,80;16;142,80;81,60
31/12/2021;A;278357;691444;519941;Financiamento;30/04/2021;8.486,40;8.455,80;21;8.455,80;499,80
31/12/2021;A;278457;545987;527869;Empréstimo;15/04/2021;1.081,20;1.020,00;0;0,00;183,60
31/12/2021;A;278563;688143;719626;Empréstimo;09/12/2021;703,80;724,20;21;724,20;132,60
31/12/2021;A;278661;657944;679100;Empréstimo;15/10/2021;2.968,20;2.733,60;0;0,00;20,40
31/12/2021;A;278699;696159;575693;Empréstimo;07/06/2021;867,00;948,60;174;948,60;397,80
31/12/2021;A;278791;180364;734259;Empréstimo;29/12/2021;6.446,40;6.456,60;0;0,00;20,40
31/12/2021;A;278919;490686;285407;Empréstimo;28/04/2020;71,40;71,40;72;71,40;40,80
31/12/2021;A;279318;547531;175362;Empréstimo;29/07/2019;3.947,40;2.866,20;235;2.866,20;1.713,60
31/12/2021;A;279666;332863;432975;Empréstimo;18/12/2020;816,00;459,00;0;0,00;10,20
31/12/2021;A;280091;494989;585116;Empréstimo;24/06/2021;775,20;724,20;0;0,00;10,20
31/12/2021;A;280092;494990;630223;Empréstimo;16/08/2021;877,20;816,00;0;0,00;10,20
31/12/2021;A;280351;700868;643351;Empréstimo;01/09/2021;438,60;459,00;120;459,00;275,40
31/12/2021;A;280400;141765;293388;Financiamento;13/05/2020;4.263,60;2.968,20;0;0,00;10,20
31/12/2021;A;280884;173785;262728;Empréstimo;07/04/2020;285,60;81,60;0;0,00;51,00
31/12/2021;A;280935;469638;239389;Empréstimo;12/03/2020;4.406,40;3.386,40;0;0,00;10,20
31/12/2021;A;281053;434126;599252;Empréstimo;12/07/2021;2.641,80;2.335,80;0;0,00;10,20
31/12/2021;A;281301;585142;266880;Empréstimo;08/04/2020;122,40;142,80;0;0,00;81,60
31/12/2021;A;281359;628541;578748;Empréstimo;11/06/2021;867,00;459,00;0;0,00;10,20
31/12/2021;A;281512;281045;537606;Empréstimo;23/04/2021;3.396,60;2.896,80;0;0,00;173,40
31/12/2021;A;281701;434703;186499;Empréstimo;19/05/2020;693,60;693,60;11;693,60;408,00
31/12/2021;A;282126;506135;548109;Empréstimo;06/05/2021;8.098,80;7.374,60;0;0,00;20,40
31/12/2021;A;282265;375298;176742;Empréstimo;06/08/2019;1.030,20;948,60;0;0,00;20,40
31/12/2021;A;282568;371586;734400;Empréstimo;30/12/2021;1.336,20;1.336,20;0;0,00;10,20
31/12/2021;A;282585;371281;575905;Empréstimo;08/06/2021;867,00;867,00;54;867,00;20,40
31/12/2021;A;282625;501805;707221;Empréstimo;29/11/2021;3.600,60;3.682,20;0;0,00;20,40
31/12/2021;A;282698;176324;133692;Empréstimo;10/09/2018;9.169,80;2.550,00;0;0,00;10,20
31/12/2021;A;283112;184645;233237;Empréstimo;28/02/2020;1.723,80;1.162,80;0;0,00;71,40
31/12/2021;A;283134;223560;291214;Empréstimo;07/05/2020;193,80;224,40;0;0,00;132,60
31/12/2021;A;283410;392461;451606;Financiamento;14/01/2021;6.395,40;5.365,20;0;0,00;91,80
31/12/2021;A;283433;450489;402189;Empréstimo;09/11/2020;2.682,60;2.152,20;0;0,00;10,20
31/12/2021;A;284158;361948;279222;Empréstimo;20/04/2020;17.054,40;14.361,60;0;0,00;81,60
31/12/2021;A;284210;301404;306663;Empréstimo;07/10/2020;81,60;71,40;0;0,00;20,40
31/12/2021;A;284260;481226;263834;Empréstimo;07/04/2020;20,40;20,40;0;0,00;10,20
31/12/2021;A;284524;213320;685856;Empréstimo;26/10/2021;2.968,20;2.529,60;0;0,00;10,20
31/12/2021;A;284526;255875;370235;Empréstimo;02/10/2020;4.783,80;3.274,20;0;0,00;10,20
31/12/2021;A;284547;483154;693013;Empréstimo;08/11/2021;3.325,20;3.253,80;0;0,00;10,20
31/12/2021;A;284887;648276;692185;Empréstimo;01/11/2021;214,20;224,40;59;224,40;91,80
31/12/2021;A;285236;680064;730485;Empréstimo;28/12/2021;612,00;612,00;0;0,00;40,80
31/12/2021;A;285651;662198;601339;Empréstimo;07/07/2021;173,40;173,40;113;173,40;51,00
31/12/2021;A;286062;479547;250404;Empréstimo;02/04/2020;112,20;122,40;0;0,00;20,40
31/12/2021;A;286410;205175;361134;Empréstimo;10/09/2020;4.263,60;2.009,40;0;0,00;10,20
31/12/2021;A;286518;373388;248194;Empréstimo;01/04/2020;326,40;367,20;0;0,00;224,40
31/12/2021;A;286927;506238;712826;Empréstimo;30/11/2021;10,20;10,20;30;10,20;10,20
31/12/2021;A;286984;266076;353376;Financiamento;01/09/2020;16.340,40;16.442,40;282;16.442,40;9.812,40
31/12/2021;A;287005;166091;434888;Empréstimo;21/12/2020;418,20;397,80;41;397,80;234,60
31/12/2021;A;287197;316506;363932;Empréstimo;11/09/2020;418,20;418,20;0;0,00;173,40
31/12/2021;A;287223;616666;605522;Empréstimo;16/07/2021;224,40;244,80;89;244,80;40,80
31/12/2021;A;287677;457652;613788;Financiamento;26/07/2021;8.904,60;8.721,00;0;0,00;30,60
31/12/2021;A;287938;333403;632808;Empréstimo;18/08/2021;4.845,00;4.508,40;0;0,00;10,20
31/12/2021;A;288053;330393;204993;Empréstimo;02/12/2019;5.089,80;4.080,00;0;0,00;10,20
31/12/2021;A;288086;266697;176023;Empréstimo;01/08/2019;4.845,00;1.978,80;0;0,00;10,20
31/12/2021;A;288167;163411;331187;Empréstimo;23/07/2020;4.253,40;3.315,00;0;0,00;20,40
31/12/2021;A;288270;243047;192783;Empréstimo;25/10/2019;632,40;561,00;332;561,00;336,60
31/12/2021;A;288285;612506;407714;Empréstimo;16/11/2020;61,20;71,40;201;71,40;40,80
31/12/2021;A;288702;270274;138214;Financiamento;08/11/2018;8.486,40;5.151,00;350;5.151,00;3.070,20
31/12/2021;A;288841;232042;255663;Empréstimo;03/04/2020;357,00;377,40;194;377,40;224,40
31/12/2021;A;289187;439547;263812;Empréstimo;07/04/2020;71,40;81,60;21;81,60;20,40
31/12/2021;A;289322;684604;499774;Empréstimo;09/03/2021;2.203,20;1.754,40;0;0,00;10,20
31/12/2021;A;289462;703962;571595;Empréstimo;01/06/2021;652,80;642,60;143;642,60;265,20
31/12/2021;A;289542;642921;408403;Empréstimo;16/11/2020;1.285,20;979,20;0;0,00;10,20
31/12/2021;A;289649;615808;422523;Empréstimo;07/12/2020;438,60;326,40;235;326,40;193,80
31/12/2021;A;289670;129253;508082;Financiamento;09/04/2021;4.477,80;3.162,00;0;0,00;10,20
31/12/2021;A;290219;639535;418057;Empréstimo;30/11/2020;244,80;163,20;274;163,20;91,80
31/12/2021;A;290335;420503;609227;Empréstimo;19/07/2021;795,60;816,00;18;816,00;142,80
31/12/2021;A;290434;542779;463414;Empréstimo;28/01/2021;2.550,00;2.733,60;133;2.733,60;1.142,40
31/12/2021;A;290784;390931;653781;Empréstimo;13/09/2021;7.935,60;7.446,00;0;0,00;20,40
31/12/2021;A;291141;501475;215572;Empréstimo;09/01/2020;948,60;377,40;0;0,00;20,40
31/12/2021;A;291151;310718;673441;Empréstimo;13/10/2021;4.447,20;4.467,60;0;0,00;10,20
31/12/2021;A;291433;402014;596905;Empréstimo;02/07/2021;1.387,20;1.193,40;0;0,00;10,20
31/12/2021;A;291706;388528;175653;Empréstimo;01/08/2019;2.601,00;1.723,80;324;1.723,80;1.030,20
31/12/2021;A;291783;693518;562824;Empréstimo;31/05/2021;4.406,40;2.641,80;0;0,00;20,40
31/12/2021;A;291849;572817;692864;Empréstimo;04/11/2021;6.691,20;6.834,00;0;0,00;408,00
31/12/2021;A;292325;454795;670851;Empréstimo;04/10/2021;6.364,80;6.354,60;0;0,00;20,40
31/12/2021;A;292491;499485;394751;Empréstimo;27/10/2020;3.304,80;3.202,80;169;3.202,80;1.907,40
31/12/2021;A;292526;271646;272821;Empréstimo;13/04/2020;581,40;571,20;0;0,00;102,00
31/12/2021;A;292572;342731;248840;Financiamento;02/04/2020;8.527,20;2.050,20;0;0,00;10,20
31/12/2021;A;292583;515777;141601;Empréstimo;21/12/2018;2.550,00;438,60;102;438,60;265,20
31/12/2021;A;292699;719638;313888;Empréstimo;19/06/2020;4.263,60;3.468,00;0;0,00;10,20
31/12/2021;A;292761;211106;619619;Empréstimo;02/08/2021;438,60;479,40;95;479,40;142,80
31/12/2021;A;292783;681460;732768;Empréstimo;28/12/2021;1.397,40;1.397,40;0;0,00;81,60
31/12/2021;A;292948;487802;124164;Empréstimo;14/03/2018;3.396,60;499,80;21;499,80;142,80
31/12/2021;A;293143;688099;664084;Empréstimo;27/09/2021;877,20;714,00;0;0,00;40,80
31/12/2021;A;293256;303589;168432;Financiamento;19/06/2019;8.486,40;4.080,00;0;0,00;10,20
31/12/2021;A;293448;339204;685761;Financiamento;25/10/2021;8.486,40;8.251,80;0;0,00;20,40
31/12/2021;A;293829;638150;576898;Empréstimo;09/06/2021;2.162,40;1.958,40;0;0,00;30,60
31/12/2021;A;293836;628483;463840;Empréstimo;29/01/2021;71,40;71,40;0;0,00;30,60
31/12/2021;A;293913;363006;370834;Empréstimo;22/09/2020;8.537,40;4.120,80;16;4.120,80;20,40
31/12/2021;A;293945;611578;543445;Empréstimo;30/04/2021;255,00;265,20;244;265,20;163,20
31/12/2021;A;293989;393609;404968;Empréstimo;11/11/2020;295,80;295,80;21;295,80;51,00
31/12/2021;A;294262;674645;553005;Empréstimo;11/05/2021;877,20;958,80;179;958,80;571,20
31/12/2021;A;294392;680943;655990;Empréstimo;14/09/2021;7.211,40;7.027,80;0;0,00;20,40
31/12/2021;A;294489;332150;468826;Empréstimo;08/02/2021;4.396,20;3.447,60;0;0,00;10,20
31/12/2021;A;294712;269935;312274;Empréstimo;16/06/2020;122,40;112,20;0;0,00;10,20
31/12/2021;A;294747;608193;360271;Empréstimo;08/09/2020;1.958,40;1.938,00;67;1.938,00;816,00
31/12/2021;A;295587;203633;679699;Empréstimo;21/10/2021;17.023,80;17.176,80;0;0,00;51,00
31/12/2021;A;295699;681328;676186;Financiamento;21/10/2021;8.486,40;8.333,40;0;0,00;153,00
31/12/2021;A;296707;519393;624534;Empréstimo;09/08/2021;183,60;193,80;53;193,80;10,20
31/12/2021;A;296711;519397;540867;Empréstimo;28/04/2021;336,60;367,20;70;367,20;20,40
31/12/2021;A;297040;202414;307768;Empréstimo;08/06/2020;9.394,20;6.681,00;0;0,00;20,40
31/12/2021;A;297331;418983;321878;Financiamento;06/07/2020;4.182,00;2.743,80;0;0,00;10,20
31/12/2021;A;297344;405122;180305;Empréstimo;30/08/2019;1.927,80;999,60;0;0,00;10,20
31/12/2021;A;297580;622449;422782;Financiamento;16/12/2020;8.486,40;7.803,00;51;7.803,00;142,80
31/12/2021;A;297653;258278;406506;Financiamento;12/11/2020;8.098,80;6.477,00;0;0,00;20,40
31/12/2021;A;297704;430870;595591;Financiamento;30/06/2021;6.048,60;5.712,00;0;0,00;20,40
31/12/2021;A;297755;685603;610232;Empréstimo;20/07/2021;795,60;877,20;142;877,20;265,20
31/12/2021;A;298056;339122;370139;Empréstimo;21/09/2020;428,40;418,20;319;418,20;244,80
31/12/2021;A;298336;352686;671985;Empréstimo;06/10/2021;1.581,00;1.387,20;0;0,00;10,20
31/12/2021;A;298428;727645;387782;Empréstimo;16/10/2020;3.202,80;2.346,00;;;10,20
31/12/2021;A;298544;572975;416314;Empréstimo;30/11/2020;877,20;938,40;353;938,40;561,00
31/12/2021;A;298785;664145;640455;Financiamento;01/09/2021;6.405,60;5.742,60;0;0,00;20,40
31/12/2021;A;299048;193571;228021;Financiamento;08/06/2020;107.497,80;99.307,20;0;0,00;591,60
31/12/2021;A;299194;386778;235139;Empréstimo;05/03/2020;19.818,60;15.279,60;0;0,00;40,80
31/12/2021;A;299656;203993;160787;Financiamento;06/05/2019;8.486,40;3.651,60;0;0,00;20,40
31/12/2021;A;299755;201354;372129;Financiamento;29/09/2020;4.732,80;3.886,20;0;0,00;71,40
31/12/2021;A;299920;439754;279884;Empréstimo;20/04/2020;9.761,40;3.468,00;0;0,00;10,20
31/12/2021;A;299960;371766;525160;Empréstimo;13/04/2021;8.812,80;8.047,80;0;0,00;51,00
31/12/2021;A;300153;351898;685808;Empréstimo;29/10/2021;11.342,40;11.577,00;0;0,00;30,60
31/12/2021;A;300356;302068;562889;Empréstimo;26/05/2021;1.407,60;1.122,00;0;0,00;20,40
31/12/2021;A;300465;162674;390633;Empréstimo;04/11/2020;14.932,80;13.188,60;0;0,00;40,80
31/12/2021;A;300903;701613;666752;Empréstimo;27/09/2021;754,80;805,80;91;805,80;336,60
31/12/2021;A;300959;386993;363269;Empréstimo;10/09/2020;2.162,40;2.172,60;238;2.172,60;1.295,40
31/12/2021;A;301107;323421;609750;Empréstimo;19/07/2021;6.538,20;5.997,60;0;0,00;40,80
31/12/2021;A;301658;454736;493239;Empréstimo;02/03/2021;265,20;173,40;0;0,00;10,20
31/12/2021;A;301661;454739;714527;Empréstimo;01/12/2021;795,60;765,00;0;0,00;40,80
31/12/2021;A;301732;158030;171554;Empréstimo;11/07/2019;2.886,60;1.315,80;0;0,00;20,40
31/12/2021;A;302162;388756;675645;Empréstimo;05/11/2021;3.559,80;3.559,80;0;0,00;10,20
31/12/2021;A;302548;713885;642049;Empréstimo;31/08/2021;1.326,00;1.458,60;91;1.458,60;265,20
31/12/2021;A;302593;251508;548012;Empréstimo;06/05/2021;1.101,60;1.091,40;82;1.091,40;61,20
31/12/2021;A;302714;346946;312394;Empréstimo;19/06/2020;8.537,40;6.375,00;0;0,00;20,40
31/12/2021;A;302799;339553;146650;Empréstimo;13/05/2020;4.100,40;2.917,20;0;0,00;867,00
31/12/2021;A;302931;263284;450527;Empréstimo;13/01/2021;3.396,60;2.264,40;0;0,00;10,20
31/12/2021;A;303025;511336;305758;Empréstimo;03/06/2020;214,20;193,80;0;0,00;10,20
31/12/2021;A;303175;654825;448341;Financiamento;23/02/2021;55.141,20;54.978,00;0;0,00;163,20
31/12/2021;A;303335;213202;332412;Financiamento;23/07/2020;6.864,60;6.150,60;174;6.150,60;3.672,00
31/12/2021;A;303415;644410;379513;Financiamento;29/12/2020;59.812,80;59.343,60;16;59.343,60;357,00
31/12/2021;A;303432;329092;729451;Financiamento;28/12/2021;8.486,40;8.496,60;0;0,00;20,40
31/12/2021;A;303509;222991;139382;Empréstimo;22/11/2018;2.417,40;2.142,00;0;0,00;897,60
31/12/2021;A;303527;175013;240815;Empréstimo;17/03/2020;2.203,20;1.621,80;0;0,00;91,80
31/12/2021;A;303581;184304;194245;Financiamento;23/10/2019;8.486,40;4.804,20;0;0,00;10,20
31/12/2021;A;303657;149544;222242;Empréstimo;29/01/2020;8.812,80;5.763,00;0;0,00;20,40
31/12/2021;A;303821;318285;560166;Empréstimo;25/05/2021;5.293,80;5.018,40;21;5.018,40;30,60
31/12/2021;A;303832;719257;715440;Financiamento;08/12/2021;4.008,60;4.069,80;0;0,00;10,20
31/12/2021;A;303955;276082;589085;Empréstimo;23/06/2021;673,20;663,00;0;0,00;10,20
31/12/2021;A;304345;604515;364740;Empréstimo;21/09/2020;1.703,40;1.285,20;0;0,00;71,40
31/12/2021;A;304387;343402;123106;Empréstimo;19/02/2018;3.488,40;1.917,60;;;10,20
31/12/2021;A;304587;325242;391982;Empréstimo;26/10/2020;2.703,00;2.305,20;0;0,00;683,40
31/12/2021;A;304795;618705;514922;Empréstimo;07/04/2021;3.080,40;2.519,40;0;0,00;40,80
31/12/2021;A;304883;175368;493407;Empréstimo;02/03/2021;7.976,40;7.109,40;0;0,00;40,80
31/12/2021;A;305040;445025;348403;Empréstimo;17/08/2020;1.540,20;1.468,80;174;1.468,80;612,00
31/12/2021;A;305082;264707;687138;Empréstimo;27/10/2021;2.784,60;2.794,80;0;0,00;10,20
31/12/2021;A;305463;315594;526901;Empréstimo;20/04/2021;183,60;122,40;0;0,00;10,20
31/12/2021;A;305492;232938;445125;Empréstimo;07/01/2021;10.179,60;5.620,20;0;0,00;20,40
