COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;VLPARCELA;QTPARCELAS
A;616682;130379;275292;Empréstimo;14/04/2020;1.142,40;479,40;3
A;616879;458614;509839;Empréstimo;24/03/2021;306,00;306,00;1
A;616889;222503;186969;Empréstimo;25/09/2019;3.529,20;81,60;60
A;617008;699248;587287;Financiamento;21/06/2021;2.131,80;81,60;36
A;617145;210864;599017;Empréstimo;08/07/2021;877,20;40,80;24
A;617160;438462;370077;Empréstimo;28/09/2020;3.417,00;142,80;36
A;617170;618698;589210;Empréstimo;23/06/2021;2.203,20;102,00;36
A;617292;711049;611696;Empréstimo;21/07/2021;999,60;81,60;15
A;617306;355457;272919;Empréstimo;13/04/2020;479,40;285,60;2
A;617336;157956;714235;Financiamento;10/12/2021;88.882,80;2.223,60;60
A;617339;678675;522287;Financiamento;16/06/2021;22.960,20;306,00;240
A;617362;362562;536140;Empréstimo;22/04/2021;1.509,60;61,20;36
A;617402;539603;350461;Financiamento;19/08/2020;8.904,60;275,40;48
A;617415;189117;596752;Financiamento;01/07/2021;2.131,80;102,00;24
A;617475;191932;286916;Empréstimo;30/04/2020;805,80;234,60;4
A;617511;194248;433049;Empréstimo;18/12/2020;397,80;20,40;24
A;617618;609306;659099;Empréstimo;22/09/2021;448,80;20,40;36
A;617837;161581;278916;Empréstimo;16/04/2020;7.211,40;224,40;48
A;618061;266965;496547;Empréstimo;05/03/2021;591,60;51,00;12
A;618071;248916;726024;Financiamento;20/12/2021;2.346,00;132,60;24
A;618484;381077;161761;Financiamento;28/04/2020;673,20;20,40;48
A;618516;478581;300125;Empréstimo;22/05/2020;612,00;20,40;36
A;618530;140251;145219;Empréstimo;22/01/2019;6.589,20;244,80;36
A;618788;580310;571531;Empréstimo;01/06/2021;1.550,40;61,20;36
A;619085;199388;401340;Financiamento;06/11/2020;8.486,40;255,00;48
A;619150;415214;337841;Empréstimo;30/07/2020;5.232,60;122,40;60
A;619432;142268;395591;Financiamento;28/10/2020;8.486,40;204,00;60
A;619466;420167;344280;Empréstimo;07/08/2020;11.791,20;357,00;48
A;619912;292774;584655;Empréstimo;17/06/2021;1.326,00;51,00;36
A;619968;656683;373848;Financiamento;25/09/2020;5.854,80;183,60;60
A;620007;697861;661444;Empréstimo;22/09/2021;2.233,80;91,80;48
A;620096;247477;235477;Empréstimo;03/03/2020;4.406,40;112,20;48
A;620168;154545;521231;Financiamento;05/04/2021;4.263,60;112,20;48
A;620211;336874;369129;Financiamento;23/09/2020;21.981,00;520,20;60
A;620212;403155;616552;Empréstimo;03/08/2021;459,00;20,40;36
A;620222;322079;718314;Empréstimo;17/12/2021;2.315,40;81,60;48
A;620224;322081;117740;Financiamento;14/06/2017;5.732,40;183,60;48
A;620227;555553;221507;Financiamento;28/01/2020;8.904,60;265,20;48
A;620328;270298;618171;Empréstimo;02/08/2021;4.692,00;122,40;48
A;620645;715862;731148;Empréstimo;28/12/2021;1.203,60;142,80;10
A;620713;333994;605127;Empréstimo;13/07/2021;5.661,00;499,80;12
A;620834;293261;209396;Financiamento;17/12/2019;8.486,40;448,80;24
A;620952;339084;529982;Empréstimo;13/04/2021;13.627,20;448,80;48
A;620978;729998;384418;Financiamento;13/10/2020;2.131,80;112,20;24
A;621109;285994;460237;Empréstimo;29/01/2021;8.017,20;377,40;36
A;621173;542058;549632;Empréstimo;14/05/2021;652,80;61,20;12
A;621322;302405;177137;Empréstimo;10/02/2020;1.815,60;61,20;48
A;621603;721203;620114;Empréstimo;04/08/2021;877,20;51,00;24
A;621631;510387;687474;Empréstimo;01/11/2021;1.856,40;71,40;48
A;621645;292268;708326;Financiamento;29/11/2021;3.845,40;112,20;48
A;621824;658007;450859;Financiamento;15/01/2021;7.456,20;224,40;48
A;622023;447574;502921;Empréstimo;15/03/2021;4.447,20;163,20;36
A;622217;579348;664626;Empréstimo;28/09/2021;2.029,80;132,60;20
A;622255;730124;392924;Financiamento;23/10/2020;1.703,40;51,00;60
A;622618;640964;704372;Empréstimo;22/11/2021;6.150,60;214,20;48
A;622651;470352;675101;Empréstimo;21/10/2021;4.447,20;183,60;36
A;622721;297872;316832;Financiamento;26/06/2020;4.263,60;122,40;48
A;622964;422266;391198;Empréstimo;26/10/2020;306,00;10,20;24
A;622999;570097;391496;Empréstimo;21/10/2020;1.703,40;163,20;12
A;623019;184382;498582;Empréstimo;08/03/2021;3.519,00;142,80;30
A;623034;133503;316979;Empréstimo;25/06/2020;81,60;81,60;1
A;623041;196647;352743;Empréstimo;24/08/2020;5.936,40;183,60;48
A;623085;214013;413582;Financiamento;25/11/2020;8.486,40;244,80;48
A;623155;336691;709835;Empréstimo;01/12/2021;2.427,60;81,60;48
A;623532;520588;266153;Empréstimo;08/04/2020;132,60;51,00;3
A;623565;259225;345084;Empréstimo;10/08/2020;14.851,20;1.621,80;10
A;623687;304436;423143;Empréstimo;07/12/2020;5.293,80;153,00;48
A;623967;469014;131336;Financiamento;30/07/2018;846,60;40,80;24
A;624072;704938;706536;Financiamento;29/11/2021;8.486,40;326,40;48
A;624221;131044;118414;Empréstimo;08/08/2017;2.754,00;81,60;48
A;624283;690090;728009;Empréstimo;22/12/2021;1.142,40;61,20;24
A;624412;244331;116510;Empréstimo;25/11/2016;428,40;20,40;48
A;624419;436035;471309;Empréstimo;08/02/2021;2.550,00;275,40;10
A;624908;564652;525470;Empréstimo;08/04/2021;4.406,40;183,60;36
A;624992;305850;620715;Empréstimo;02/08/2021;918,00;51,00;24
A;625490;726696;683284;Financiamento;21/10/2021;3.457,80;112,20;48
A;625554;134127;160269;Empréstimo;07/02/2020;2.478,60;71,40;60
A;625647;599004;498546;Empréstimo;08/03/2021;4.457,40;193,80;29
A;625963;664661;570483;Empréstimo;04/06/2021;4.396,20;142,80;36
A;625975;660269;485216;Empréstimo;05/03/2021;4.406,40;153,00;48
A;626205;123455;168337;Empréstimo;02/07/2019;5.334,60;255,00;26
A;626215;719294;714895;Empréstimo;03/12/2021;448,80;20,40;48
A;626262;698552;612733;Financiamento;23/07/2021;2.560,20;132,60;24
A;626287;246434;505969;Empréstimo;16/03/2021;612,00;51,00;15
A;626545;549422;397650;Empréstimo;30/10/2020;1.183,20;132,60;10
A;626723;375250;266809;Empréstimo;08/04/2020;346,80;132,60;3
A;626811;628234;678069;Financiamento;21/10/2021;3.417,00;112,20;48
A;626859;346354;202128;Empréstimo;02/12/2019;3.957,60;142,80;48
A;627084;224420;584624;Empréstimo;17/06/2021;1.754,40;91,80;24
A;627177;674420;524698;Empréstimo;13/04/2021;877,20;81,60;12
A;627214;480084;169665;Empréstimo;25/06/2019;1.479,00;40,80;48
A;627322;659701;576704;Empréstimo;08/06/2021;877,20;51,00;24
A;627512;280901;241138;Empréstimo;16/03/2020;2.203,20;91,80;36
A;627550;469106;599220;Empréstimo;06/07/2021;265,20;51,00;6
A;627645;389645;299506;Empréstimo;21/05/2020;30,60;20,40;2
A;628076;335622;289191;Empréstimo;04/05/2020;3.192,60;132,60;36
A;628112;421394;508237;Empréstimo;18/03/2021;102,00;0,00;48
A;628262;373966;540104;Financiamento;27/04/2021;8.486,40;244,80;48
A;628312;174424;480817;Empréstimo;17/02/2021;652,80;61,20;12
A;628323;594241;312454;Empréstimo;19/06/2020;10.669,20;316,20;48
A;628405;157619;486062;Empréstimo;23/02/2021;867,00;91,80;10
A;628553;185498;406664;Empréstimo;16/11/2020;9.883,80;295,80;48
A;628655;91469;525260;Empréstimo;08/04/2021;8.486,40;275,40;48
A;628684;198414;570514;Empréstimo;31/05/2021;14.851,20;1.285,20;13
A;628739;487475;243211;Empréstimo;23/03/2020;8.772,00;459,00;24
A;628813;113099;506533;Empréstimo;17/03/2021;2.203,20;71,40;48
A;628839;245288;419019;Empréstimo;09/12/2020;7.731,60;234,60;60
A;628933;501842;553268;Financiamento;13/05/2021;8.976,00;306,00;36
A;629092;705183;720459;Financiamento;10/12/2021;6.405,60;204,00;60
A;629309;575420;458199;Empréstimo;22/01/2021;1.570,80;173,40;10
A;629355;195649;115700;Financiamento;13/11/2015;21.216,00;408,00;120
A;629453;695793;644555;Empréstimo;01/09/2021;846,60;91,80;10
A;629480;432491;602999;Financiamento;11/08/2021;156.794,40;2.142,00;240
A;629516;648503;416367;Financiamento;04/12/2020;2.131,80;153,00;15
A;629652;562700;594416;Empréstimo;29/06/2021;2.325,60;265,20;10
A;629767;128427;468717;Empréstimo;04/02/2021;4.477,80;112,20;48
A;629845;330275;263459;Empréstimo;07/04/2020;1.856,40;826,20;3
A;629869;347486;316669;Empréstimo;25/06/2020;1.703,40;61,20;36
A;629902;94958;253596;Empréstimo;08/04/2020;10.189,80;244,80;60
A;629947;476174;447515;Financiamento;11/01/2021;4.559,40;142,80;48
A;630168;117233;320123;Empréstimo;06/07/2020;10.669,20;306,00;48
A;630249;620263;658426;Empréstimo;21/09/2021;2.672,40;112,20;48
A;630346;503278;317127;Empréstimo;26/06/2020;306,00;30,60;12
A;630351;273282;368984;Financiamento;30/12/2020;64.056,00;1.213,80;120
A;630374;194617;163882;Empréstimo;24/05/2019;1.387,20;51,00;36
A;630393;594855;578625;Financiamento;10/06/2021;2.560,20;132,60;24
A;630435;212382;563520;Empréstimo;24/05/2021;2.295,00;71,40;48
A;630613;614803;418255;Empréstimo;02/12/2020;6.609,60;224,40;48
A;630830;690033;538473;Empréstimo;26/04/2021;51,00;0,00;12
A;630975;605232;655360;Empréstimo;15/09/2021;2.325,60;122,40;24
A;630996;225363;118820;Empréstimo;11/09/2017;10.608,00;367,20;48
A;631274;684225;473223;Empréstimo;09/02/2021;4.396,20;244,80;24
A;631374;573220;226991;Empréstimo;14/09/2020;214,20;10,20;36
A;631398;576034;196401;Empréstimo;05/11/2019;1.101,60;40,80;36
A;631479;688559;645130;Empréstimo;01/09/2021;418,20;51,00;10
A;631606;262973;611727;Empréstimo;21/07/2021;11.770,80;591,60;24
A;631627;500619;244884;Empréstimo;30/03/2020;224,40;10,20;24
A;631831;412721;527742;Empréstimo;12/04/2021;2.121,60;112,20;24
A;631965;183361;562904;Financiamento;15/06/2021;8.486,40;214,20;60
A;632017;590848;402111;Empréstimo;06/11/2020;4.243,20;132,60;48
A;632406;525144;178291;Empréstimo;13/08/2019;1.009,80;61,20;25
A;632437;646569;582986;Empréstimo;15/06/2021;3.498,60;132,60;48
A;632558;337338;601183;Empréstimo;07/07/2021;2.203,20;81,60;36
A;632598;357862;307283;Empréstimo;05/06/2020;17.166,60;438,60;60
A;632681;478243;507220;Empréstimo;22/03/2021;438,60;10,20;48
A;632682;478244;253654;Empréstimo;03/04/2020;1.866,60;61,20;48
A;632698;284039;404764;Empréstimo;11/11/2020;642,60;20,40;36
A;632701;284042;537680;Empréstimo;23/04/2021;1.101,60;40,80;36
A;632919;566997;693817;Empréstimo;10/11/2021;1.377,00;163,20;10
A;632930;674100;572395;Empréstimo;02/06/2021;877,20;40,80;36
A;633253;671408;493300;Financiamento;02/03/2021;8.486,40;255,00;48
A;633368;702651;731174;Empréstimo;28/12/2021;1.326,00;153,00;10
A;633467;624232;388238;Financiamento;20/10/2020;3.927,00;132,60;48
A;633539;574479;487870;Financiamento;25/02/2021;8.486,40;306,00;36
A;633560;576526;581957;Empréstimo;18/06/2021;3.529,20;132,60;48
A;633733;277475;323533;Empréstimo;08/07/2020;1.917,60;40,80;60
A;633782;377952;561295;Empréstimo;20/05/2021;1.060,80;61,20;22
A;633786;435716;462284;Financiamento;18/02/2021;4.263,60;214,20;24
A;633837;223536;318250;Financiamento;29/06/2020;2.560,20;71,40;48
A;633900;677863;565936;Empréstimo;31/05/2021;938,40;61,20;18
A;633927;128923;376390;Empréstimo;29/09/2020;5.732,40;183,60;36
A;634270;568803;175008;Empréstimo;08/08/2019;2.203,20;81,60;48
A;634317;654273;675827;Empréstimo;11/10/2021;40,80;0,00;10
A;634321;631327;647857;Empréstimo;08/09/2021;877,20;61,20;24
A;634430;415668;597510;Financiamento;07/07/2021;7.405,20;204,00;60
A;634698;723466;713598;Empréstimo;30/11/2021;5.661,00;214,20;33
A;634777;285404;179282;Empréstimo;23/08/2019;11.791,20;295,80;65
A;634936;547044;163307;Financiamento;20/05/2019;459,00;30,60;36
A;634987;679912;594601;Empréstimo;29/06/2021;1.407,60;163,20;10
A;635052;635183;722316;Empréstimo;14/12/2021;9.424,80;530,40;24
A;635088;677902;498603;Empréstimo;08/03/2021;1.356,60;112,20;15
A;635152;128381;377433;Financiamento;26/10/2020;3.835,20;132,60;36
A;635167;235555;568937;Empréstimo;31/05/2021;3.702,60;418,20;10
A;635308;451104;183395;Empréstimo;10/09/2019;5.926,20;204,00;48
A;635533;381478;260675;Empréstimo;20/04/2020;4.263,60;122,40;60
A;635645;410973;704279;Empréstimo;22/11/2021;2.968,20;102,00;48
A;635770;127994;218218;Empréstimo;22/01/2020;6.732,00;306,00;24
A;635848;504843;429000;Empréstimo;14/12/2020;7.854,00;244,80;48
A;635855;563253;262098;Empréstimo;07/04/2020;20,40;10,20;3
A;635893;272318;241741;Financiamento;01/04/2020;6.334,20;193,80;48
A;636032;312348;196960;Empréstimo;04/11/2019;2.856,00;71,40;48
A;636268;482632;187073;Empréstimo;25/09/2019;4.875,60;173,40;36
A;636466;116090;131233;Empréstimo;07/08/2018;21.358,80;703,80;48
A;636544;385488;142700;Financiamento;24/12/2018;846,60;30,60;36
A;636572;513788;406256;Empréstimo;12/11/2020;6.364,80;193,80;48
A;636594;720169;235506;Empréstimo;02/03/2020;2.101,20;51,00;48
A;636673;288530;241482;Empréstimo;16/03/2020;5.426,40;214,20;36
A;636862;120177;179579;Empréstimo;26/08/2019;4.233,00;132,60;48
A;636914;564514;236677;Empréstimo;06/03/2020;5.712,00;224,40;36
A;637238;604023;695634;Empréstimo;08/11/2021;448,80;20,40;36
A;637288;164062;155656;Empréstimo;11/04/2019;1.825,80;51,00;48
A;637372;333733;314502;Empréstimo;22/06/2020;4.120,80;122,40;48
A;637529;516455;296967;Empréstimo;18/05/2020;856,80;40,80;24
A;637595;130744;620399;Empréstimo;10/08/2021;4.222,80;132,60;48
A;637610;407499;139240;Empréstimo;19/11/2018;3.529,20;122,40;48
A;638008;258841;358758;Empréstimo;08/09/2020;1.489,20;71,40;24
A;638092;242950;212817;Empréstimo;02/01/2020;91,80;20,40;5
A;638206;184377;139675;Empréstimo;23/11/2018;5.273,40;183,60;48
A;638235;99369;294037;Empréstimo;13/05/2020;7.027,80;193,80;60
A;638505;730088;456562;Empréstimo;20/01/2021;9.710,40;285,60;48
A;638589;610124;403842;Financiamento;10/11/2020;2.346,00;153,00;18
A;638617;299490;370404;Financiamento;22/01/2021;80.172,00;1.060,80;240
A;638760;360654;444008;Empréstimo;06/01/2021;4.243,20;163,20;36
A;639011;166094;391191;Empréstimo;21/10/2020;4.457,40;163,20;36
A;639156;383664;634748;Financiamento;19/08/2021;8.537,40;255,00;48
A;639183;470024;350593;Empréstimo;25/08/2020;2.080,80;71,40;48
A;639198;373429;384903;Financiamento;20/10/2020;8.098,80;193,80;60
A;639324;669552;649137;Empréstimo;08/09/2021;14.106,60;530,40;48
A;639373;696757;605425;Empréstimo;15/07/2021;2.601,00;357,00;8
A;639413;376414;657417;Financiamento;16/09/2021;4.263,60;122,40;48
A;639715;462950;674049;Empréstimo;15/10/2021;11.138,40;418,20;48
A;639724;267662;315457;Empréstimo;26/06/2020;11.352,60;265,20;120
A;639747;125187;564078;Empréstimo;25/05/2021;1.407,60;51,00;36
A;639831;232238;197449;Financiamento;13/11/2019;10.516,20;336,60;48
A;639860;155675;430454;Financiamento;18/12/2020;6.160,80;183,60;48
A;639985;327938;457859;Empréstimo;21/01/2021;5.283,60;214,20;36
A;640269;162370;398854;Empréstimo;03/11/2020;1.071,00;51,00;24
A;640336;442326;220282;Financiamento;12/03/2020;63.637,80;877,20;240
A;640345;387814;436271;Empréstimo;23/12/2020;1.407,60;71,40;24
A;640427;512749;286957;Empréstimo;30/04/2020;346,80;193,80;2
A;640487;137247;241300;Empréstimo;18/03/2020;1.754,40;81,60;24
A;640492;242007;546859;Empréstimo;04/05/2021;9.843,00;306,00;48
A;640728;133303;325532;Empréstimo;10/07/2020;4.987,80;122,40;48
A;640741;208091;416397;Financiamento;01/12/2020;28.968,00;805,80;48
A;640852;495310;326242;Empréstimo;10/07/2020;4.243,20;132,60;48
A;640892;516299;705307;Empréstimo;24/11/2021;153,00;10,20;12
A;640931;451477;182396;Financiamento;04/09/2019;6.395,40;244,80;36
A;641054;439741;683548;Empréstimo;21/10/2021;6.364,80;214,20;48
A;641139;302462;184653;Empréstimo;18/09/2019;744,60;20,40;36
A;641304;118558;302780;Empréstimo;28/05/2020;520,20;224,40;3
A;641453;725910;232817;Empréstimo;27/02/2020;8.782,20;438,60;24
A;641671;432836;505732;Empréstimo;16/03/2021;1.693,20;112,20;20
A;641717;2366;436261;Empréstimo;23/12/2020;6.793,20;224,40;43
A;641815;388499;246595;Empréstimo;21/08/2020;173,40;10,20;36
A;641991;630335;530739;Empréstimo;23/04/2021;1.030,20;51,00;24
A;642115;168954;653985;Empréstimo;13/09/2021;1.734,00;183,60;10
A;642470;337603;232260;Empréstimo;20/02/2020;3.243,60;163,20;24
A;642501;128515;120645;Empréstimo;29/11/2017;3.916,80;102,00;48
A;642533;716098;696557;Empréstimo;08/11/2021;3.590,40;214,20;24
A;642602;684422;691026;Empréstimo;01/11/2021;1.315,80;61,20;36
A;642893;452432;323153;Empréstimo;09/07/2020;13.413,00;418,20;120
A;642920;474018;247638;Empréstimo;01/04/2020;122,40;61,20;3
A;642934;1857;658936;Empréstimo;20/09/2021;1.489,20;122,40;15
A;643010;394276;398166;Empréstimo;30/10/2020;3.814,80;173,40;30
A;643048;165152;394161;Empréstimo;28/10/2020;1.642,20;51,00;48
A;643058;318964;133389;Empréstimo;29/08/2018;1.142,40;40,80;36
A;643330;302958;421592;Financiamento;10/12/2020;6.823,80;193,80;48
A;643379;351637;275198;Empréstimo;16/04/2020;4.263,60;163,20;36
A;643637;717758;716599;Financiamento;06/12/2021;2.988,60;102,00;48
A;643775;76452;514297;Financiamento;26/03/2021;1.958,40;51,00;48
A;644069;198761;499195;Empréstimo;09/03/2021;6.140,40;214,20;36
A;644244;477931;300467;Financiamento;25/05/2020;6.395,40;183,60;48
A;644282;188217;623665;Empréstimo;06/08/2021;173,40;183,60;1
A;644401;496690;137118;Empréstimo;19/10/2018;1.326,00;61,20;36
A;644430;516774;225996;Empréstimo;02/09/2020;3.672,00;112,20;60
A;644641;428224;503310;Financiamento;07/06/2021;39.882,00;948,60;72
A;645296;180761;171158;Financiamento;05/07/2019;8.904,60;275,40;48
A;645390;165982;332631;Empréstimo;21/07/2020;2.162,40;81,60;48
A;645441;678006;606969;Empréstimo;14/07/2021;1.938,00;71,40;48
A;645524;504961;266875;Empréstimo;08/04/2020;30,60;20,40;3
A;645714;689694;681219;Empréstimo;19/10/2021;2.223,60;142,80;24
A;645815;389408;207460;Empréstimo;11/12/2019;2.356,20;71,40;48
A;645834;401699;497361;Empréstimo;08/03/2021;3.610,80;214,20;20
A;645982;507645;345204;Empréstimo;10/08/2020;306,00;30,60;12
A;645999;623777;472027;Empréstimo;08/02/2021;877,20;51,00;24
A;646108;378562;381834;Financiamento;07/10/2020;4.263,60;122,40;48
A;646121;305588;487812;Empréstimo;25/02/2021;1.315,80;71,40;24
A;646393;234370;137154;Empréstimo;31/10/2018;5.610,00;204,00;36
A;646476;328597;308818;Empréstimo;09/06/2020;2.774,40;71,40;60
A;646512;133492;160993;Empréstimo;07/05/2019;3.519,00;132,60;36
A;646578;628304;630543;Empréstimo;16/08/2021;357,00;20,40;36
A;646690;396690;655827;Empréstimo;14/09/2021;2.193,00;132,60;24
A;646745;248170;419718;Empréstimo;02/12/2020;19.594,20;1.815,60;12
A;647010;128922;182896;Financiamento;06/09/2019;4.692,00;183,60;36
A;647014;150070;278589;Empréstimo;16/04/2020;1.489,20;448,80;4
A;647202;407757;554246;Empréstimo;12/05/2021;2.264,40;255,00;10
A;647294;443467;329536;Empréstimo;16/07/2020;3.845,40;122,40;48
A;647384;691893;676700;Financiamento;20/10/2021;8.486,40;295,80;48
A;647616;592518;511436;Empréstimo;25/03/2021;9.700,20;326,40;48
A;647841;638754;638182;Empréstimo;25/08/2021;2.091,00;71,40;36
A;647908;560304;444905;Financiamento;21/01/2021;8.486,40;265,20;48
A;648026;541878;683371;Empréstimo;21/10/2021;448,80;20,40;24
A;648188;178841;411696;Empréstimo;20/11/2020;2.590,80;91,80;40
A;648247;280969;126109;Financiamento;01/10/2020;1.856,40;91,80;24
A;648279;164301;477173;Empréstimo;12/02/2021;785,40;91,80;10
A;648571;462784;345838;Empréstimo;11/08/2020;4.692,00;163,20;48
A;648756;412291;433414;Empréstimo;18/12/2020;2.988,60;102,00;48
A;648800;252531;492251;Empréstimo;01/03/2021;877,20;40,80;24
A;648890;4595;339327;Empréstimo;10/08/2020;663,00;20,40;60
A;648931;509469;149326;Empréstimo;18/02/2019;489,60;30,60;24
A;649017;567291;611915;Empréstimo;26/07/2021;438,60;10,20;60
A;649187;341984;296798;Empréstimo;15/05/2020;11.413,80;346,80;48
A;649208;278550;185387;Empréstimo;19/09/2019;5.518,20;173,40;48
A;649318;176268;307349;Empréstimo;22/06/2020;1.703,40;51,00;48
A;649456;170265;417839;Empréstimo;30/11/2020;4.722,60;142,80;48
A;649891;504187;234519;Empréstimo;02/03/2020;8.802,60;357,00;36
A;650007;198944;189794;Empréstimo;07/10/2019;2.937,60;81,60;48
A;650023;118054;189132;Empréstimo;14/10/2019;4.386,00;214,20;24
A;650040;235949;321953;Empréstimo;06/07/2020;2.386,80;61,20;48
A;650139;366957;377862;Financiamento;01/10/2020;2.560,20;91,80;36
A;650187;385668;223598;Financiamento;31/01/2020;3.029,40;112,20;36
A;650191;448098;627857;Empréstimo;11/08/2021;918,00;102,00;10
A;650314;463721;420751;Empréstimo;03/12/2020;1.978,80;81,60;36
A;650369;1305;265938;Empréstimo;08/04/2020;153,00;71,40;3
A;650412;685042;710296;Empréstimo;29/11/2021;510,00;61,20;10
A;650901;241110;708364;Empréstimo;29/11/2021;1.326,00;71,40;24
A;651027;473290;372498;Financiamento;24/09/2020;2.988,60;112,20;36
A;651114;466663;638965;Empréstimo;25/08/2021;10.608,00;438,60;33
A;651162;132072;297947;Empréstimo;19/05/2020;193,80;102,00;2
A;651349;358627;135301;Financiamento;26/09/2018;7.252,20;285,60;36
A;651584;577371;670906;Empréstimo;04/10/2021;2.223,60;102,00;36
A;651893;150748;408630;Financiamento;18/11/2020;4.008,60;142,80;36
A;651954;459967;447123;Empréstimo;11/01/2021;224,40;10,20;24
A;651990;189381;641939;Empréstimo;01/09/2021;1.764,60;71,40;36
A;652109;398670;513341;Empréstimo;25/03/2021;3.080,40;102,00;48
A;652267;669129;716487;Empréstimo;06/12/2021;1.968,60;112,20;24
A;652331;598298;303731;Empréstimo;29/05/2020;244,80;30,60;10
A;652360;176038;622217;Empréstimo;04/08/2021;3.508,80;163,20;24
A;652439;561913;383181;Empréstimo;09/10/2020;1.652,40;91,80;24
A;652512;105185;366431;Empréstimo;15/09/2020;16.207,80;418,20;48
A;652523;177043;251507;Empréstimo;02/04/2020;4.457,40;163,20;36
A;652572;151500;641756;Financiamento;31/08/2021;8.537,40;224,40;60
A;652794;273047;682235;Financiamento;20/10/2021;2.131,80;51,00;60
A;652869;199438;317115;Financiamento;08/07/2020;11.179,20;336,60;48
A;652951;165094;715180;Empréstimo;02/12/2021;4.671,60;295,80;20
A;653093;465885;418198;Financiamento;04/12/2020;4.477,80;163,20;36
A;653125;517876;187778;Financiamento;14/10/2019;4.263,60;132,60;48
A;653296;413918;260068;Empréstimo;07/04/2020;163,20;71,40;3
A;653629;651094;611212;Empréstimo;21/07/2021;3.631,20;142,80;60
A;653630;651095;611213;Empréstimo;21/07/2021;3.631,20;163,20;36
A;653949;406734;479588;Empréstimo;17/02/2021;8.486,40;275,40;48
A;653999;415008;227452;Empréstimo;10/02/2020;1.785,00;51,00;48
A;654094;576242;605423;Empréstimo;14/07/2021;744,60;71,40;12
A;654218;358235;379692;Empréstimo;14/10/2020;2.131,80;71,40;48
A;654371;396523;688197;Financiamento;29/10/2021;3.202,80;91,80;48
A;654439;380795;218081;Empréstimo;17/01/2020;7.639,80;265,20;48
A;654455;1373;575964;Empréstimo;08/06/2021;306,00;30,60;12
A;654572;399324;182484;Empréstimo;05/09/2019;1.101,60;30,60;48
A;654693;132648;469276;Empréstimo;04/02/2021;1.305,60;122,40;12
A;654755;267037;486663;Empréstimo;24/02/2021;683,40;20,40;60
A;654757;267039;486665;Empréstimo;24/02/2021;795,60;20,40;60
A;654822;346828;169586;Empréstimo;04/07/2019;663,00;30,60;24
A;654897;371101;404313;Financiamento;10/11/2020;2.131,80;81,60;36
A;655109;665424;719451;Empréstimo;09/12/2021;1.244,40;142,80;10
A;655143;308522;385184;Financiamento;13/10/2020;11.240,40;306,00;48
A;655706;165830;674267;Empréstimo;15/10/2021;5.344,80;173,40;48
A;655768;232989;582133;Empréstimo;14/06/2021;4.845,00;142,80;48
A;655796;112017;302533;Empréstimo;05/06/2020;2.774,40;71,40;60
A;655880;125181;166580;Financiamento;12/06/2019;5.120,40;163,20;48
A;656036;155166;198937;Empréstimo;22/11/2019;2.468,40;71,40;48
A;656064;136779;293712;Empréstimo;11/05/2020;40,80;20,40;2
A;656106;626116;509701;Empréstimo;25/03/2021;663,00;40,80;24
A;656142;193949;613728;Financiamento;29/07/2021;2.131,80;51,00;48
A;656402;250159;443922;Empréstimo;06/01/2021;1.948,20;112,20;21
A;656779;152064;214083;Empréstimo;09/01/2020;4.396,20;153,00;36
A;656874;517231;418505;Empréstimo;01/12/2020;2.876,40;112,20;36
A;657155;642549;640830;Empréstimo;30/08/2021;1.326,00;61,20;36
A;657205;588548;588942;Financiamento;30/07/2021;856,80;81,60;12
A;657296;375833;130208;Empréstimo;11/07/2018;1.887,00;71,40;36
A;657341;408199;577666;Financiamento;10/06/2021;4.263,60;132,60;48
A;657468;534160;467094;Financiamento;03/02/2021;8.486,40;255,00;48
A;657499;706556;709563;Empréstimo;29/11/2021;1.030,20;122,40;10
A;657507;491758;646421;Empréstimo;08/09/2021;1.978,80;71,40;36
A;657537;323689;128352;Empréstimo;29/06/2018;22.909,20;632,40;60
A;657559;721532;445168;Empréstimo;08/01/2021;877,20;30,60;36
A;657662;384164;607240;Empréstimo;14/07/2021;2.560,20;91,80;48
A;657672;215457;188079;Empréstimo;04/10/2019;6.150,60;275,40;28
A;657831;667249;533072;Financiamento;23/04/2021;8.486,40;224,40;60
A;657885;261518;465921;Empréstimo;03/02/2021;438,60;20,40;36
A;658107;228825;249391;Empréstimo;01/04/2020;4.243,20;142,80;46
A;658239;283338;166671;Financiamento;12/06/2019;2.988,60;91,80;48
A;658251;445731;322284;Empréstimo;07/07/2020;530,40;306,00;2
A;658307;436619;425075;Empréstimo;09/12/2020;2.641,80;91,80;36
A;658534;462788;166525;Empréstimo;10/06/2019;4.396,20;153,00;36
A;658575;235159;323933;Empréstimo;08/07/2020;418,20;234,60;2
A;658620;613422;368781;Empréstimo;17/09/2020;7.680,60;295,80;36
A;658869;499092;426043;Empréstimo;09/12/2020;1.275,00;122,40;12
A;658955;539277;181063;Empréstimo;28/08/2019;703,80;30,60;48
A;659442;454508;130724;Financiamento;18/07/2018;7.884,60;255,00;48
A;659536;667650;526490;Empréstimo;09/04/2021;428,40;112,20;4
A;659628;521661;173252;Empréstimo;18/07/2019;877,20;30,60;36
A;659713;409009;720954;Empréstimo;10/12/2021;693,60;81,60;10
A;659748;280118;359779;Empréstimo;04/09/2020;4.120,80;122,40;60
